,bnf_code,special_count,non_special_count,special_names,non_special_names
2483,0502050B0AACACA,1,0,Griseofulvin 55mg/5ml oral suspension,
2484,0502050B0AACBCB,1,0,Griseofulvin 10mg/5ml oral suspension,
2485,0502050B0AACCCC,1,0,Griseofulvin 65mg/5ml oral suspension,
2486,0502050B0AACDCD,1,0,Griseofulvin 1.25g/5ml oral suspension,
2487,0502050B0AACECE,1,0,Griseofulvin 85mg/5ml oral suspension,
2488,0502050B0AACFCF,1,0,Griseofulvin 110mg/5ml oral suspension,
2489,0502050B0AACGCG,1,0,Griseofulvin 60mg/5ml oral suspension,
2490,0502050B0AACHCH,1,0,Griseofulvin 187.5mg/5ml oral suspension,
2491,0502050B0AACICI,1,0,Griseofulvin 360mg/5ml oral suspension,
2492,0502050B0AACJCJ,1,0,Griseofulvin 135mg/5ml oral suspension,
2493,0502050B0AACKCK,1,0,Griseofulvin 340mg/5ml oral suspension,
2494,0502050B0AACLCL,1,0,Griseofulvin 130mg/5ml oral suspension,
2495,0502050B0AACMCM,1,0,Griseofulvin 30mg/5ml oral suspension,
2496,0502050B0AACNCN,1,0,Griseofulvin 312.5mg/5ml oral suspension,
2497,0502050B0AACPCP,1,0,Griseofulvin 290mg/5ml oral suspension,
2498,0502050B0AACQCQ,1,0,Griseofulvin 165mg/5ml oral suspension,
2499,0502050B0AACRCR,1,0,Griseofulvin 270mg/5ml oral suspension,
2500,0502050B0AACSCS,1,0,Griseofulvin 560mg/5ml oral suspension,
2501,0502050B0AACUCU,1,0,Griseofulvin 125mg/5ml oral suspension,
2502,0502050B0AACVCV,1,0,Griseofulvin 175mg/5ml oral suspension,
2503,0502050B0AACWCW,1,0,Griseofulvin 387mg/5ml oral solution,
2504,0502050B0AACXCX,1,0,Griseofulvin 440mg/5ml oral suspension,
2505,0502050C0AAABAB,2,0,"Terbinafine 125mg/5ml oral solution, Terbinafine 125mg/5ml oral suspension",
2506,0502050C0AAADAD,2,0,"Terbinafine 62.5mg/5ml oral solution, Terbinafine 62.5mg/5ml oral suspension",
2507,0502050C0AAAEAE,1,0,Terbinafine 250mg/5ml oral solution,
2508,0502050C0AAAFAF,1,0,Terbinafine 250mg/5ml oral suspension,
2509,0503010AYBBAAAA,1,0,National 30 day HIV post exposure prophylaxis pack,
2510,0503021A0AAADAD,1,0,Valaciclovir 25mg/1ml oral suspension,
2511,0503021A0AAAEAE,1,0,Valaciclovir 100mg/5ml oral suspension,
2512,0503021A0AAAFAF,1,0,Valaciclovir 250mg/5ml oral suspension,
2513,0503021A0AAAGAG,1,0,Valaciclovir 200mg/5ml oral suspension,
2514,0503022B0AAAEAE,2,0,"Valganciclovir 570mg/5ml oral solution, Valganciclovir 570mg/5ml oral suspension",
2515,0503040B0AAAEAE,2,0,"Oseltamivir 15mg/ml oral solution, Oseltamivir 15mg/ml oral suspension",
2516,0503040C0AAABAB,1,0,Amantadine 100mg tablets,
2517,0504010G0AAAFAF,1,0,Chloroquine sulfate 68mg/5ml oral solution,
2518,0504010M0AAACAC,2,0,"Proguanil 100mg/5ml oral suspension, Proguanil 100mg/5ml oral solution",
2519,0504010M0AAADAD,2,0,"Proguanil 50mg/5ml oral suspension, Proguanil 50mg/5ml oral solution",
2520,0504010M0AAAEAE,2,0,"Proguanil 150mg/5ml oral suspension, Proguanil 150mg/5ml oral solution",
2521,0504010M0AAAFAF,2,0,"Proguanil 125mg/5ml oral suspension, Proguanil 125mg/5ml oral solution",
2522,0504010N0AAAEAE,1,0,Pyrimethamine 5mg/5ml oral suspension,
2523,0504010N0AAAFAF,1,0,Pyrimethamine 25mg/5ml oral suspension,
2524,0504010N0AAAGAG,1,0,Pyrimethamine 7.5mg/5ml oral suspension,
2525,0504010N0AAAHAH,1,0,Pyrimethamine 9mg/5ml oral suspension,
2526,0504010N0AAAIAI,1,0,Pyrimethamine 10mg/5ml oral suspension,
2527,0504010T0AAAFAF,1,0,Quinine bisulfate 300mg/5ml oral suspension,
2528,0504010T0AAAGAG,1,0,Quinine bisulfate 150mg/5ml oral solution,
2529,0504010T0AAAHAH,1,0,Quinine bisulfate 100mg/5ml oral solution,
2530,0504010T0AAAIAI,1,0,Quinine bisulfate 200mg/5ml oral solution,
2531,0504010V0AAAFAF,1,0,Quinine dihydrochloride 600mg/2ml concentrate for solution for infusion ampoules,
2532,0504010V0AAAGAG,1,0,Quinine dihydrochloride 300mg/1ml concentrate for solution for infusion ampoules,
2533,0504010V0AAAHAH,1,0,Quinine dihydrochloride 300mg/5ml oral solution,
2534,0504010V0AAAIAI,1,0,Quinine dihydrochloride 200mg/5ml oral solution,
2535,0504010V0AAAJAJ,1,0,Quinine dihydrochloride 100mg/5ml oral solution,
2536,0504010V0AAAKAK,1,0,Quinine dihydrochloride 150mg/5ml oral solution,
2537,0504010V0AAAMAM,1,0,Quinine dihydrochloride 87.5mg/5ml oral solution,
2538,0504010V0AAANAN,1,0,Quinine dihydrochloride 125mg/5ml oral solution,
2539,0504010V0AAAQAQ,1,0,Quinine dihydrochloride 30mg/5ml oral solution,
2540,0504010X0AAADAD,2,0,"Quinine hydrochloride 200mg/5ml oral suspension, Quinine hydrochloride 200mg/5ml oral solution",
2541,0504010X0AAAEAE,2,0,"Quinine hydrochloride 300mg/5ml oral suspension, Quinine hydrochloride 300mg/5ml oral solution",
2542,0504010X0AAAFAF,2,0,"Quinine hydrochloride 150mg/5ml oral suspension, Quinine hydrochloride 150mg/5ml oral solution",
2543,0504010X0AAAGAG,2,0,"Quinine hydrochloride 125mg/5ml oral suspension, Quinine hydrochloride 125mg/5ml oral solution",
2544,0504010Y0AAA2A2,2,0,"Quinine sulfate 100mg/5ml oral suspension, Quinine sulfate 100mg/5ml oral solution",
2545,0504010Y0AAA3A3,2,0,"Quinine sulfate 75mg/5ml oral suspension, Quinine sulfate 75mg/5ml oral solution",
2546,0504010Y0AAA4A4,2,0,"Quinine sulfate 50mg/5ml oral suspension, Quinine sulfate 50mg/5ml oral solution",
2547,0504010Y0AAA5A5,1,0,Quinine sulfate 150mg/5ml oral suspension,
2548,0504010Y0AAA6A6,2,0,"Quinine sulfate 10mg/5ml oral suspension, Quinine sulfate 10mg/5ml oral solution",
2549,0504010Y0AAA7A7,2,0,"Quinine sulfate 250mg/5ml oral suspension, Quinine sulfate 250mg/5ml oral solution",
2550,0504010Y0AABABA,2,0,"Quinine sulfate 125mg/5ml oral suspension, Quinine sulfate 125mg/5ml oral solution",
2551,0504010Y0AABBBB,2,0,"Quinine sulfate 25mg/5ml oral suspension, Quinine sulfate 25mg/5ml oral solution",
2552,0504010Y0AABCBC,1,0,Quinine sulfate 300mg/5ml oral suspension,
2553,0504010Y0AABDBD,1,0,Quinine sulfate 200mg/5ml oral suspension,
2554,0504020G0AAAFAF,2,0,"Diloxanide 10mg/5ml oral suspension, Diloxanide 10mg/5ml oral solution",
2555,0504020G0AAAGAG,2,0,"Diloxanide 50mg/5ml oral suspension, Diloxanide 50mg/5ml oral solution",
2556,0504020G0AAAHAH,2,0,"Diloxanide 90mg/5ml oral suspension, Diloxanide 90mg/5ml oral solution",
2557,0504020G0AAAIAI,2,0,"Diloxanide 40mg/5ml oral suspension, Diloxanide 40mg/5ml oral solution",
2558,0504040M0AAAAAA,1,0,Mepacrine 100mg tablets,
2559,0504040M0AAAGAG,1,0,Mepacrine 50mg capsules,
2560,0504050T0AAACAC,1,0,Paromomycin 125mg/5ml oral solution,
2561,0504050T0AAAEAE,1,0,Paromomycin 250mg tablets,
2562,0504060A0AAAAAA,1,0,Nifurtimox 120mg tablets,
2563,0504060B0AAAAAA,1,0,Benznidazole 50mg tablets,
2564,0505020L0AAABAB,1,0,Levamisole 50mg tablets,
2565,0505020L0AAAFAF,1,0,Levamisole 25mg tablets,
2566,0505020L0AAAGAG,1,0,Levamisole 50mg/5ml oral suspension,
2567,0505030A0AAABAB,1,0,Albendazole 400mg chewable tablets,
2568,0505030A0AAACAC,1,0,Albendazole 200mg/5ml oral suspension,
2569,0505030A0AAADAD,1,0,Albendazole 400mg tablets,
2570,0505050P0AAAAAA,1,0,Praziquantel 600mg tablets,
2571,0505050P0AAABAB,1,0,Praziquantel 500mg tablets,
2572,0505050P0AAADAD,1,0,Praziquantel 150mg tablets,
2573,0505060I0AAADAD,1,0,Ivermectin 15mg tablets,
2574,0505060I0AAAEAE,1,0,Ivermectin 6mg tablets,
2575,0505080F0AAAGAG,1,0,Tiabendazole 500mg/5ml oral suspension,
2576,0601011R0AAABAB,1,0,Insulin human 500units/ml solution for injection 20ml vials,
2577,0601021A0AAAGAG,2,0,"Glimepiride 2mg/5ml oral solution, Glimepiride 2mg/5ml oral suspension",
2578,0601021A0AAAHAH,1,0,Glimepiride 6mg/5ml oral suspension,
2579,0601021E0AAADAD,1,0,Chlorpropamide 250mg/5ml oral suspension,
2580,0601021H0AAAIAI,2,0,"Glibenclamide 625micrograms/5ml oral suspension, Glibenclamide 625micrograms/5ml oral solution",
2581,0601021H0AAAJAJ,2,0,"Glibenclamide 5mg/5ml oral solution, Glibenclamide 5mg/5ml oral suspension",
2582,0601021H0AAAKAK,2,0,"Glibenclamide 2.5mg/5ml oral suspension, Glibenclamide 2.5mg/5ml oral solution",
2583,0601021H0AAAMAM,2,0,"Glibenclamide 15mg/5ml oral suspension, Glibenclamide 15mg/5ml oral solution",
2584,0601021H0AAANAN,2,0,"Glibenclamide 7.5mg/5ml oral solution, Glibenclamide 7.5mg/5ml oral suspension",
2585,0601021M0AAAGAG,1,0,Gliclazide 60mg/5ml oral suspension,
2586,0601021M0AAAHAH,1,0,Gliclazide 50mg/5ml oral suspension,
2587,0601021M0AAAIAI,1,0,Gliclazide 120mg/5ml oral suspension,
2588,0601021M0AAAJAJ,1,0,Gliclazide 160mg/5ml oral suspension,
2589,0601021M0AAALAL,1,0,Gliclazide 100mg/5ml oral suspension,
2590,0601021M0AAANAN,1,0,Gliclazide 20mg/5ml oral suspension,
2591,0601021M0AAAPAP,1,0,Gliclazide 30mg/5ml oral suspension,
2592,0601021M0AAASAS,1,0,Gliclazide 80mg/5ml oral suspension,
2593,0601021M0AAAUAU,1,0,Gliclazide 40mg/5ml oral suspension,
2594,0601021X0AAAJAJ,1,0,Tolbutamide 500mg/5ml oral suspension,
2595,0601021X0AAAKAK,1,0,Tolbutamide 250mg/5ml oral suspension,
2596,0601021X0AAALAL,1,0,Tolbutamide 1g/5ml oral suspension,
2597,0601022B0AAAIAI,2,0,"Metformin 500mg/5ml oral solution, Metformin 500mg/5ml oral suspension",
2598,0601022B0AAAJAJ,2,0,"Metformin 850mg/5ml oral solution, Metformin 850mg/5ml oral suspension",
2599,0601022B0AAAKAK,2,0,"Metformin 250mg/5ml oral solution, Metformin 250mg/5ml oral suspension",
2600,0601022B0AAALAL,2,0,"Metformin 425mg/5ml oral solution, Metformin 425mg/5ml oral suspension",
2601,0601022B0AAAMAM,1,0,Metformin 1g/5ml oral solution,
2602,0601022B0AAANAN,1,0,Metformin 5mg/5ml oral solution,
2603,0601022B0AAAQAQ,1,0,Metformin 850mg capsules,
2604,0601023B0AAADAD,1,0,Pioglitazone 30mg/5ml oral suspension,
2605,0601023B0AAAEAE,1,0,Pioglitazone 15mg/5ml oral suspension,
2606,0601023B0AAAFAF,1,0,Pioglitazone 45mg/5ml oral suspension,
2607,0601023X0AAADAD,1,0,Sitagliptin 50mg/5ml oral solution,
2608,0601023X0AAAEAE,1,0,Sitagliptin 50mg/5ml oral suspension,
2609,0601040E0AAAGAG,1,0,Diazoxide 25mg capsules,
2610,0601040E0AAAIAI,1,0,Diazoxide 100mg capsules,
2611,0601040E0AAAMAM,1,0,Diazoxide 50mg/5ml oral solution,
2612,0601040E0AAANAN,2,0,"Diazoxide 150mg/5ml oral suspension, Diazoxide 150mg/5ml oral solution",
2613,0601040E0AAAPAP,2,0,"Diazoxide 100mg/5ml oral solution, Diazoxide 100mg/5ml oral suspension",
2614,0601040E0AAAQAQ,2,0,"Diazoxide 25mg/5ml oral solution, Diazoxide 25mg/5ml oral suspension",
2615,0601040E0AAARAR,2,0,"Diazoxide 12.5mg/5ml oral suspension, Diazoxide 12.5mg/5ml oral solution",
2616,0601040E0AAAUAU,2,0,"Diazoxide 125mg/5ml oral suspension, Diazoxide 125mg/5ml oral solution",
2617,0601040E0AAAVAV,2,0,"Diazoxide 30mg/5ml oral suspension, Diazoxide 30mg/5ml oral solution",
2618,0601040E0AAAWAW,2,0,"Diazoxide 200mg/5ml oral solution, Diazoxide 200mg/5ml oral suspension",
2619,0601040E0AAAXAX,2,0,"Diazoxide 10mg/5ml oral solution, Diazoxide 10mg/5ml oral suspension",
2620,0601040E0AAAYAY,1,0,Diazoxide 250mg/5ml oral solution,
2621,0601040E0AABABA,2,0,"Diazoxide 13mg/5ml oral suspension, Diazoxide 13mg/5ml oral solution",
2622,0601040E0AABBBB,2,0,"Diazoxide 70mg/5ml oral solution, Diazoxide 70mg/5ml oral suspension",
2623,0601040E0AABCBC,2,0,"Diazoxide 35mg/5ml oral suspension, Diazoxide 35mg/5ml oral solution",
2624,0601040E0AABDBD,2,0,"Diazoxide 20mg/5ml oral suspension, Diazoxide 20mg/5ml oral solution",
2625,0601040E0AABEBE,2,0,"Diazoxide 24mg/5ml oral suspension, Diazoxide 24mg/5ml oral solution",
2626,0601040E0AABFBF,2,0,"Diazoxide 15mg/5ml oral suspension, Diazoxide 15mg/5ml oral solution",
2627,0601040E0AABGBG,2,0,"Diazoxide 17.4mg/5ml oral suspension, Diazoxide 17.4mg/5ml oral solution",
2628,0601040E0AABHBH,1,0,Diazoxide 250mg/5ml oral suspension,
2629,0601040E0AABIBI,1,0,Diazoxide 50mg/5ml oral suspension,
2630,0601040E0AABJBJ,1,0,Diazoxide 5mg/5ml oral suspension,
2631,0601040E0AABKBK,1,0,Diazoxide 50mg capsules,
2632,0601040I0AAAFAF,1,0,Glucose 3g/10ml oral solution,
2633,0602010M0AAAIAI,1,0,Liothyronine 2.5microgram capsules,
2634,0602010M0AAAKAK,2,0,"Liothyronine 37.5micrograms/5ml oral suspension, Liothyronine 37.5micrograms/5ml oral solution",
2635,0602010M0AAALAL,2,0,"Liothyronine 50micrograms/5ml oral suspension, Liothyronine 50micrograms/5ml oral solution",
2636,0602010M0AAAMAM,2,0,"Liothyronine 100micrograms/5ml oral suspension, Liothyronine 100micrograms/5ml oral solution",
2637,0602010M0AAANAN,2,0,"Liothyronine 5micrograms/5ml oral suspension, Liothyronine 5micrograms/5ml oral solution",
2638,0602010M0AAASAS,1,0,Liothyronine 50microgram tablets,
2639,0602010M0AAATAT,1,0,Liothyronine 10micrograms/5ml oral suspension,
2640,0602010M0AAAWAW,1,0,Liothyronine 25microgram tablets,
2641,0602010M0AAAXAX,1,0,Liothyronine 20micrograms/5ml oral suspension,
2642,0602010M0AAAYAY,1,0,Liothyronine 25micrograms/5ml oral suspension,
2643,0602010V0AAAEAE,1,0,Levothyroxine sodium 75microgram capsules,
2644,0602010V0AAAFAF,1,0,Levothyroxine sodium 50microgram capsules,
2645,0602010V0AAAGAG,1,0,Levothyroxine sodium 25microgram capsules,
2646,0602010V0AAAIAI,1,0,Levothyroxine sodium 25microgram oral powder sachets,
2647,0602010V0AAAZAZ,1,0,Levothyroxine sodium 60microgram oral powder sachets,
2648,0602010V0AABHBH,1,0,Levothyroxine sodium 200microgram capsules,
2649,0602010V0AABMBM,1,0,Levothyroxine sodium 12.5microgram capsules,
2650,0602010V0AABPBP,1,0,Levothyroxine sodium 50microgram oral powder sachets,
2651,0602010V0AABTBT,1,0,Levothyroxine sodium 30microgram oral powder sachets,
2652,0602010V0AABVBV,1,0,Levothyroxine sodium 40microgram oral powder sachets,
2653,0602010V0AACCCC,1,0,Levothyroxine sodium 75microgram oral powder sachets,
2654,0602010V0AACICI,1,0,Levothyroxine sodium 10microgram capsules,
2655,0602010V0AACJCJ,1,0,Levothyroxine sodium 150microgram capsules,
2656,0602010V0AACMCM,1,0,Levothyroxine sodium 100microgram capsules,
2657,0602010V0AACQCQ,1,0,Levothyroxine sodium 100microgram oral powder sachets,
2658,0602010V0AACVCV,2,0,"Levothyroxine sodium 75micrograms/5ml oral solution, Levothyroxine sodium 75micrograms/5ml oral suspension",
2659,0602010V0AACWCW,2,0,"Levothyroxine sodium 50micrograms/5ml oral solution, Levothyroxine sodium 50micrograms/5ml oral suspension",
2660,0602010V0AACXCX,2,0,"Levothyroxine sodium 100micrograms/5ml oral solution, Levothyroxine sodium 100micrograms/5ml oral suspension",
2661,0602010V0AACYCY,2,0,"Levothyroxine sodium 125micrograms/5ml oral solution, Levothyroxine sodium 125micrograms/5ml oral suspension",
2662,0602010V0AACZCZ,2,0,"Levothyroxine sodium 25micrograms/5ml oral solution, Levothyroxine sodium 25micrograms/5ml oral suspension",
2663,0602010V0AADADA,2,0,"Levothyroxine sodium 150micrograms/5ml oral solution, Levothyroxine sodium 150micrograms/5ml oral suspension",
2664,0602010V0AADBDB,2,0,"Levothyroxine sodium 37.5micrograms/5ml oral suspension, Levothyroxine sodium 37.5micrograms/5ml oral solution",
2665,0602010V0AADCDC,2,0,"Levothyroxine sodium 250micrograms/5ml oral solution, Levothyroxine sodium 250micrograms/5ml oral suspension",
2666,0602010V0AADDDD,2,0,"Levothyroxine sodium 30micrograms/5ml oral solution, Levothyroxine sodium 30micrograms/5ml oral suspension",
2667,0602010V0AADEDE,1,0,Levothyroxine sodium 15microgram capsules,
2668,0602010V0AADFDF,2,0,"Levothyroxine sodium 300micrograms/5ml oral solution, Levothyroxine sodium 300micrograms/5ml oral suspension",
2669,0602010V0AADGDG,2,0,"Levothyroxine sodium 375micrograms/5ml oral suspension, Levothyroxine sodium 375micrograms/5ml oral solution",
2670,0602010V0AADHDH,2,0,"Levothyroxine sodium 45micrograms/5ml oral suspension, Levothyroxine sodium 45micrograms/5ml oral solution",
2671,0602010V0AADIDI,2,0,"Levothyroxine sodium 40micrograms/5ml oral solution, Levothyroxine sodium 40micrograms/5ml oral suspension",
2672,0602010V0AADJDJ,2,0,"Levothyroxine sodium 60micrograms/5ml oral solution, Levothyroxine sodium 60micrograms/5ml oral suspension",
2673,0602010V0AADKDK,2,0,"Levothyroxine sodium 200micrograms/5ml oral solution, Levothyroxine sodium 200micrograms/5ml oral suspension",
2674,0602010V0AADLDL,2,0,"Levothyroxine sodium 48micrograms/5ml oral suspension, Levothyroxine sodium 48micrograms/5ml oral solution",
2675,0602010V0AADMDM,2,0,"Levothyroxine sodium 500micrograms/5ml oral solution, Levothyroxine sodium 500micrograms/5ml oral suspension",
2676,0602010V0AADNDN,1,0,Levothyroxine sodium 150microgram oral powder sachets,
2677,0602010V0AADPDP,2,0,"Levothyroxine sodium 12.5micrograms/5ml oral solution, Levothyroxine sodium 12.5micrograms/5ml oral suspension",
2678,0602010V0AADRDR,2,0,"Levothyroxine sodium 70micrograms/5ml oral suspension, Levothyroxine sodium 70micrograms/5ml oral solution",
2679,0602010V0AADTDT,2,0,"Levothyroxine sodium 10micrograms/5ml oral solution, Levothyroxine sodium 10micrograms/5ml oral suspension",
2680,0602010V0AADUDU,2,0,"Levothyroxine sodium 56micrograms/5ml oral suspension, Levothyroxine sodium 56micrograms/5ml oral solution",
2681,0602010V0AADVDV,2,0,"Levothyroxine sodium 175micrograms/5ml oral solution, Levothyroxine sodium 175micrograms/5ml oral suspension",
2682,0602010V0AADWDW,2,0,"Levothyroxine sodium 225micrograms/5ml oral suspension, Levothyroxine sodium 225micrograms/5ml oral solution",
2683,0602010V0AADXDX,2,0,"Levothyroxine sodium 625micrograms/5ml oral suspension, Levothyroxine sodium 625micrograms/5ml oral solution",
2684,0602010V0AADYDY,2,0,"Levothyroxine sodium 62.5micrograms/5ml oral solution, Levothyroxine sodium 62.5micrograms/5ml oral suspension",
2685,0602010V0AADZDZ,1,0,Levothyroxine sodium 200microgram oral powder sachets,
2686,0602010V0AAEAEA,1,0,Levothyroxine sodium 250microgram oral powder sachets,
2687,0602010V0AAEBEB,1,0,Levothyroxine sodium 500microgram powder for solution for injection vials,
2688,0602010V0AAECEC,2,0,"Levothyroxine sodium 1mg/5ml oral suspension, Levothyroxine sodium 1mg/5ml oral solution",
2689,0602010V0AAEEEE,2,0,"Levothyroxine sodium 187.5micrograms/5ml oral suspension, Levothyroxine sodium 187.5micrograms/5ml oral solution",
2690,0602010V0AAEHEH,2,0,"Levothyroxine sodium 15micrograms/5ml oral solution, Levothyroxine sodium 15micrograms/5ml oral suspension",
2691,0602010V0AAEIEI,2,0,"Levothyroxine sodium 90micrograms/5ml oral suspension, Levothyroxine sodium 90micrograms/5ml oral solution",
2692,0602010V0AAEJEJ,2,0,"Levothyroxine sodium 425micrograms/5ml oral suspension, Levothyroxine sodium 425micrograms/5ml oral solution",
2693,0602010V0AAEKEK,2,0,"Levothyroxine sodium 700micrograms/5ml oral suspension, Levothyroxine sodium 700micrograms/5ml oral solution",
2694,0602010V0AAELEL,2,0,"Levothyroxine sodium 750micrograms/5ml oral solution, Levothyroxine sodium 750micrograms/5ml oral suspension",
2695,0602010V0AAEMEM,2,0,"Levothyroxine sodium 7.5micrograms/5ml oral suspension, Levothyroxine sodium 7.5micrograms/5ml oral solution",
2696,0602010V0AAENEN,1,0,Levothyroxine sodium 125microgram oral powder sachets,
2697,0602010V0AAEPEP,2,0,"Levothyroxine sodium 20micrograms/5ml oral solution, Levothyroxine sodium 20micrograms/5ml oral suspension",
2698,0602010V0AAERER,2,0,"Levothyroxine sodium 120micrograms/5ml oral suspension, Levothyroxine sodium 120micrograms/5ml oral solution",
2699,0602010V0AAESES,2,0,"Levothyroxine sodium 24micrograms/5ml oral suspension, Levothyroxine sodium 24micrograms/5ml oral solution",
2700,0602010V0AAETET,2,0,"Levothyroxine sodium 325micrograms/5ml oral suspension, Levothyroxine sodium 325micrograms/5ml oral solution",
2701,0602010V0AAEVEV,2,0,"Levothyroxine sodium 80micrograms/5ml oral suspension, Levothyroxine sodium 80micrograms/5ml oral solution",
2702,0602010V0AAEXEX,2,0,"Levothyroxine sodium 275micrograms/5ml oral suspension, Levothyroxine sodium 275micrograms/5ml oral solution",
2703,0602010V0AAEZEZ,2,0,"Levothyroxine sodium 450micrograms/5ml oral suspension, Levothyroxine sodium 450micrograms/5ml oral solution",
2704,0602010V0AAFAFA,2,0,"Levothyroxine sodium 285micrograms/5ml oral suspension, Levothyroxine sodium 285micrograms/5ml oral solution",
2705,0602010V0AAFBFB,2,0,"Levothyroxine sodium 2.5mg/5ml oral suspension, Levothyroxine sodium 2.5mg/5ml oral solution",
2706,0602010V0AAFCFC,2,0,"Levothyroxine sodium 35micrograms/5ml oral suspension, Levothyroxine sodium 35micrograms/5ml oral solution",
2707,0602010V0AAFDFD,2,0,"Levothyroxine sodium 5micrograms/5ml oral suspension, Levothyroxine sodium 5micrograms/5ml oral solution",
2708,0602010V0AAFEFE,2,0,"Levothyroxine sodium 350micrograms/5ml oral suspension, Levothyroxine sodium 350micrograms/5ml oral solution",
2709,0602010V0AAFGFG,2,0,"Levothyroxine sodium 27micrograms/5ml oral suspension, Levothyroxine sodium 27micrograms/5ml oral solution",
2710,0602010V0AAFJFJ,2,0,"Levothyroxine sodium 400micrograms/5ml oral solution, Levothyroxine sodium 400micrograms/5ml oral suspension",
2711,0602010V0AAFKFK,2,0,"Levothyroxine sodium 32micrograms/5ml oral suspension, Levothyroxine sodium 32micrograms/5ml oral solution",
2712,0602010V0AAFPFP,2,0,"Levothyroxine sodium 55micrograms/5ml oral suspension, Levothyroxine sodium 55micrograms/5ml oral solution",
2713,0602010V0AAFQFQ,2,0,"Levothyroxine sodium 37micrograms/5ml oral suspension, Levothyroxine sodium 37micrograms/5ml oral solution",
2714,0602010V0AAFRFR,1,0,Levothyroxine sodium 175microgram capsules,
2715,0602010V0AAFUFU,1,0,Levothyroxine sodium 225microgram capsules,
2716,0602010V0AAFVFV,2,0,"Levothyroxine sodium 6.25micrograms/5ml oral suspension, Levothyroxine sodium 6.25micrograms/5ml oral solution",
2717,0602010V0AAFXFX,2,0,"Levothyroxine sodium 87.5micrograms/5ml oral suspension, Levothyroxine sodium 87.5micrograms/5ml oral solution",
2718,0602010V0AAFYFY,2,0,"Levothyroxine sodium 312.5micrograms/5ml oral suspension, Levothyroxine sodium 312.5micrograms/5ml oral solution",
2719,0602010V0AAGGGG,1,0,Levothyroxine sodium 110microgram oral powder sachets,
2720,0602010V0AAGJGJ,1,0,Levothyroxine sodium 375microgram capsules,
2721,0602010Z0AAAAAA,1,0,Levothyroxine sodium 19microgram / Liothyronine 4.5microgram tablets,
2722,0602010Z0AAABAB,1,0,Levothyroxine sodium 38microgram / Liothyronine 9microgram tablets,
2723,0602010Z0AAACAC,1,0,Levothyroxine sodium 57microgram / Liothyronine 13.5microgram tablets,
2724,0602010Z0AAADAD,1,0,Levothyroxine sodium 76microgram / Liothyronine 18microgram tablets,
2725,0602010Z0AAAEAE,1,0,Levothyroxine sodium 9.5microgram / Liothyronine 2.25microgram tablets,
2726,0602010Z0AAAFAF,1,0,Levothyroxine sodium 152microgram / Liothyronine 36microgram tablets,
2727,0602010Z0AAAGAG,1,0,Levothyroxine sodium 190microgram / Liothyronine 45microgram tablets,
2728,0602010Z0AAAHAH,1,0,Levothyroxine sodium 114microgram / Liothyronine 27microgram tablets,
2729,0602020D0AAAFAF,2,0,"Carbimazole 20mg/5ml oral solution, Carbimazole 20mg/5ml oral suspension",
2730,0602020D0AAAGAG,1,0,Carbimazole 10mg/5ml oral solution,
2731,0602020D0AAAIAI,2,0,"Carbimazole 1.5mg/5ml oral suspension, Carbimazole 1.5mg/5ml oral solution",
2732,0602020D0AAAKAK,2,0,"Carbimazole 5mg/5ml oral solution, Carbimazole 5mg/5ml oral suspension",
